0,0
1,5699
2,7956
3,10767
4,8704
5,10972
6,10615
7,11449
8,10380
9,10109
10,9669
11,9253
12,8794
13,8300
14,7994
15,7766
16,7432
17,7145
18,7003
19,6537
20,6222
21,6032
22,5518
23,5357
24,5146
25,4690
26,4465
27,4220
28,3970
29,3872
30,3633
31,3481
32,3237
33,3054
34,2771
35,2715
36,2658
37,2463
38,2436
39,2285
40,2202
41,2115
42,1981
43,1845
44,1872
45,1705
46,1691
47,1624
48,1586
49,1471
50,1393
51,1309
52,1214
53,1229
54,1208
55,1105
56,1056
57,1076
58,1016
59,951
60,914
61,870
62,831
63,856
64,833
65,723
66,713
67,740
68,677
69,644
70,642
71,614
72,583
73,548
74,605
75,543
76,491
77,504
78,655
79,580
80,561
81,450
82,476
83,434
84,400
85,558
86,393
87,363
88,383
89,335
90,345
91,284
92,301
93,275
94,270
95,300
96,254
97,247
98,251
99,213
100,257
101,244
102,250
103,227
104,178
105,201
106,213
107,185
108,161
109,200
110,162
111,190
112,151
113,145
114,147
115,173
116,148
117,155
118,152
119,155
120,115
121,123
122,133
123,124
124,104
125,127
126,97
127,106
128,124
129,109
130,125
131,92
132,93
133,98
134,102
135,88
136,92
137,92
138,83
139,73
140,89
141,68
142,73
143,76
144,75
145,70
146,69
147,81
148,70
149,88
150,69
151,64
152,69
153,72
154,53
155,67
156,47
157,66
158,62
159,46
160,57
161,53
162,46
163,48
164,61
165,48
166,47
167,42
168,34
169,46
170,43
171,44
172,47
173,32
174,44
175,29
176,31
177,42
178,31
179,36
180,32
181,38
182,26
183,43
184,31
185,47
186,30
187,31
188,29
189,25
190,28
191,22
192,32
193,37
194,34
195,18
196,33
197,29
198,22
199,15
200,16
201,20
202,27
203,17
204,30
205,10
206,25
207,26
208,23
209,22
210,26
211,17
212,26
213,9
214,19
215,26
216,21
217,25
218,22
219,15
220,17
221,19
222,19
223,18
224,18
225,12
226,13
227,13
228,16
229,8
230,19
231,14
232,13
233,11
234,17
235,16
236,21
237,12
238,13
239,19
240,9
241,16
242,9
243,14
244,7
245,16
246,11
247,13
248,9
249,13
250,15
251,10
252,12
253,5
254,8
255,8
256,8
257,10
258,12
259,9
260,6
261,4
262,11
263,9
264,7
265,9
266,6
267,11
268,5
269,6
270,13
271,16
272,5
273,3
274,3
275,2
276,10
277,5
278,10
279,9
280,7
281,6
282,5
283,6
284,8
285,6
286,5
287,4
288,8
289,6
290,7
291,7
292,9
293,4
294,4
295,8
296,6
297,8
298,8
299,7
300,4
