0,1145
1,7364
2,11490
3,16307
4,16950
5,17778
6,16425
7,15500
8,14048
9,13450
10,12127
11,11288
12,10449
13,9662
14,8912
15,8351
16,7488
17,6901
18,6161
19,5832
20,5314
21,4817
22,4532
23,4119
24,3839
25,3607
26,3317
27,3089
28,2898
29,2652
30,2497
31,2299
32,2154
33,1999
34,1840
35,1762
36,1710
37,1599
38,1440
39,1356
40,1318
41,1261
42,1220
43,1103
44,1063
45,1023
46,893
47,861
48,890
49,790
50,723
51,695
52,694
53,655
54,586
55,580
56,568
57,506
58,507
59,431
60,464
61,413
62,405
63,363
64,405
65,400
66,324
67,323
68,352
69,321
70,306
71,281
72,250
73,324
74,288
75,285
76,345
77,403
78,455
79,269
80,379
81,195
82,288
83,197
84,228
85,166
86,151
87,170
88,143
89,139
90,126
91,116
92,141
93,137
94,121
95,122
96,111
97,148
98,106
99,113
100,99
101,118
102,86
103,91
104,97
105,67
106,84
107,82
108,77
109,74
110,77
111,84
112,69
113,78
114,70
115,59
116,62
117,72
118,57
119,54
120,73
121,52
122,51
123,64
124,50
125,54
126,47
127,47
128,44
129,48
130,38
131,50
132,24
133,43
134,34
135,37
136,51
137,39
138,28
139,38
140,31
141,36
142,37
143,36
144,26
145,33
146,24
147,37
148,22
149,28
150,39
151,31
152,22
153,21
154,19
155,36
156,23
157,19
158,18
159,17
160,19
161,23
162,15
163,21
164,16
165,21
166,11
167,21
168,18
169,13
170,20
171,15
172,12
173,10
174,18
175,11
176,19
177,17
178,21
179,19
180,11
181,15
182,12
183,16
184,11
185,11
186,13
187,15
188,13
189,15
190,9
191,11
192,14
193,7
194,10
195,11
196,3
197,16
198,8
199,8
200,10
201,8
202,8
203,10
204,17
205,10
206,11
207,8
208,9
209,8
210,8
211,14
212,8
213,8
214,11
215,10
216,9
217,8
218,7
219,3
220,6
221,4
222,10
223,5
224,3
225,5
226,7
227,6
228,9
229,8
230,4
231,4
232,2
233,4
234,9
235,6
236,4
237,4
238,4
239,2
240,4
241,8
242,3
243,6
244,5
245,4
246,6
247,9
248,3
249,3
250,3
251,8
252,4
253,5
254,6
255,7
256,5
257,2
258,3
259,5
260,7
261,8
262,5
263,4
264,5
265,5
266,4
267,0
268,4
269,3
270,4
271,0
272,5
273,2
274,4
275,2
276,3
277,2
278,2
279,1
280,6
281,1
282,2
283,3
284,3
285,3
286,1
287,4
288,0
289,0
290,0
291,5
292,1
293,5
294,3
295,4
296,0
297,3
298,4
299,3
300,1
301,0
302,1
303,1
304,2
305,4
306,1
307,4
308,2
309,0
310,0
311,0
312,4
313,1
314,0
315,0
316,2
317,1
318,3
319,1
320,1
321,3
322,2
323,0
324,2
325,1
326,0
327,2
328,1
329,0
330,1
331,1
332,2
333,0
334,1
335,0
336,3
337,3
338,1
339,1
340,1
341,1
342,4
343,3
344,1
345,3
346,1
347,2
348,1
349,1
350,1
351,3
352,2
353,1
354,3
355,2
356,0
357,2
358,0
359,2
360,2
361,1
362,3
363,1
364,1
365,1
366,2
367,0
368,1
369,1
370,1
371,2
372,3
373,0
374,1
375,1
376,2
377,1
378,1
379,2
380,1
381,0
382,1
383,2
384,3
385,2
386,0
387,1
388,1
389,0
390,2
391,1
392,0
393,1
394,1
395,1
396,0
397,2
398,3
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,2
407,0
408,2
409,2
410,0
411,1
412,0
413,0
414,1
415,3
416,1
417,0
418,2
419,2
420,2
421,0
422,1
423,0
424,1
425,1
426,2
427,0
428,1
429,0
430,1
431,0
432,0
433,1
434,5
435,0
436,1
437,0
438,0
439,1
440,4
441,1
442,0
443,0
444,1
445,0
446,1
447,0
448,1
449,0
450,0
451,1
452,0
453,1
454,0
455,0
456,0
457,0
458,0
459,1
460,0
461,0
462,1
463,1
464,0
465,1
466,0
467,0
468,0
469,1
470,0
471,0
472,2
473,0
474,0
475,0
476,1
477,0
478,1
479,0
480,1
481,0
482,0
483,0
484,2
485,1
486,1
487,0
488,0
489,1
490,0
491,1
492,0
493,1
494,0
495,0
496,0
497,0
498,0
499,1
500,0
501,0
502,1
503,0
504,0
505,1
506,1
507,0
508,1
509,0
510,0
511,0
512,0
513,1
514,0
515,1
516,0
517,1
518,1
519,0
520,0
521,1
522,1
523,0
524,0
525,1
526,1
527,0
528,1
529,1
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,3
547,0
548,0
549,0
550,1
551,0
552,0
553,0
554,0
555,0
556,0
557,1
558,0
559,0
560,0
561,1
562,0
563,0
564,0
565,0
566,0
567,1
568,0
569,1
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,1
583,0
584,1
585,2
586,0
587,1
588,1
589,0
590,0
591,0
592,0
593,0
594,1
595,0
596,0
597,0
598,1
599,0
600,0
601,0
602,0
603,0
604,1
605,0
606,0
607,0
608,0
609,0
610,0
611,0
612,1
613,0
614,0
615,0
616,0
617,0
618,1
619,0
620,0
621,0
622,0
623,0
624,1
625,0
626,1
627,0
628,0
629,1
630,1
631,1
632,0
633,2
634,0
635,0
636,0
637,0
638,0
639,1
640,1
641,0
642,0
643,0
644,0
645,0
646,0
647,1
648,0
649,0
650,0
651,0
652,1
653,0
654,0
655,1
656,0
657,0
658,1
659,0
660,0
661,1
662,0
663,0
664,1
665,0
666,0
667,0
668,0
669,0
670,1
671,1
672,0
673,0
674,0
675,0
676,0
677,0
678,1
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,1
694,0
695,0
696,0
697,0
698,0
699,0
700,1
701,0
702,0
703,0
704,0
705,0
706,1
707,0
708,0
709,0
710,2
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,1
723,0
724,0
725,0
726,0
727,0
728,0
729,1
730,0
731,0
732,1
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,1
741,0
742,0
743,0
744,0
745,1
746,0
747,0
748,0
749,0
750,0
751,0
752,1
753,2
754,0
755,0
756,0
757,0
758,1
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,1
768,0
769,0
770,0
771,1
772,0
773,0
774,0
775,0
776,0
777,1
778,0
779,0
780,0
781,0
782,0
783,1
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,1
793,0
794,0
795,0
796,0
797,0
798,1
799,0
800,0
801,0
802,0
803,1
804,1
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,1
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,1
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,1
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,1
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,1
919,0
920,0
921,0
922,0
923,0
924,0
925,1
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,1
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,1
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,1
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,1
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,36
